rule_text,rule_size,rule_repr,selected_n,event_n,event_rate,lift,mean_r,pf_r,cum_r,event_years,loo_mean_positive_rate,loo_event_ge50_rate,wilson_lower,eligible
RECLAIM_BREAKS_PRE_SWEEP_LOW AND APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS,2,"('RECLAIM_BREAKS_PRE_SWEEP_LOW', 'APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS')",1,0,0.0,-0.375,-1.0,0.0,-1.0,0,,,0.0,False
RECLAIM_BREAKS_PRE_SWEEP_LOW AND PRE_FILL_5M_BEARISH_BREAK,2,"('RECLAIM_BREAKS_PRE_SWEEP_LOW', 'PRE_FILL_5M_BEARISH_BREAK')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND RECLAIM_CLOSE_BELOW_APPROACH_START,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'RECLAIM_CLOSE_BELOW_APPROACH_START')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND RECLAIM_BODY_ENGULFS_SWEEP_BODY,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'RECLAIM_BODY_ENGULFS_SWEEP_BODY')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND RECLAIM_RANGE_EXPANDS_VS_SWEEP,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'RECLAIM_RANGE_EXPANDS_VS_SWEEP')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND SWEEP_SAME_BAR_REJECTION,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'SWEEP_SAME_BAR_REJECTION')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND APPROACH_3BAR_HIGHER_CLOSES,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'APPROACH_3BAR_HIGHER_CLOSES')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND APPROACH_3BAR_STAIRCASE,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'APPROACH_3BAR_STAIRCASE')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS')",0,0,,,,,0.0,0,,,,False
RECLAIM_BREAKS_LOCAL_3BAR_LOW AND PRE_FILL_5M_BEARISH_BREAK,2,"('RECLAIM_BREAKS_LOCAL_3BAR_LOW', 'PRE_FILL_5M_BEARISH_BREAK')",0,0,,,,,0.0,0,,,,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND RECLAIM_BODY_ENGULFS_SWEEP_BODY,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'RECLAIM_BODY_ENGULFS_SWEEP_BODY')",7,2,0.2857142857142857,-0.0892857142857143,-0.6689471765286206,0.2195616273832759,-4.682630235700344,2,0.0,0.0,0.0822171657090155,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND RECLAIM_RANGE_EXPANDS_VS_SWEEP,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'RECLAIM_RANGE_EXPANDS_VS_SWEEP')",3,1,0.3333333333333333,-0.041666666666666685,-1.0,0.0,-3.0,1,0.0,0.6666666666666666,0.0614903152761605,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP')",6,2,0.3333333333333333,-0.041666666666666685,-0.6137717059500575,0.2634739528599311,-3.6826302357003446,2,0.0,0.0,0.09676933255921683,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT')",6,1,0.16666666666666666,-0.20833333333333334,-1.0,0.0,-6.0,1,0.0,0.0,0.03005258587173032,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND SWEEP_SAME_BAR_REJECTION,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'SWEEP_SAME_BAR_REJECTION')",3,1,0.3333333333333333,-0.041666666666666685,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,1,0.6666666666666666,0.6666666666666666,0.0614903152761605,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND APPROACH_3BAR_HIGHER_CLOSES,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'APPROACH_3BAR_HIGHER_CLOSES')",1,0,0.0,-0.375,-1.0,0.0,-1.0,0,,,0.0,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND APPROACH_3BAR_STAIRCASE,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'APPROACH_3BAR_STAIRCASE')",1,0,0.0,-0.375,-1.0,0.0,-1.0,0,,,0.0,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS')",4,2,0.5,0.125,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,2,0.0,0.5,0.15003570882017148,False
RECLAIM_CLOSE_BELOW_APPROACH_START AND PRE_FILL_5M_BEARISH_BREAK,2,"('RECLAIM_CLOSE_BELOW_APPROACH_START', 'PRE_FILL_5M_BEARISH_BREAK')",0,0,,,,,0.0,0,,,,False
RECLAIM_BODY_ENGULFS_SWEEP_BODY AND RECLAIM_RANGE_EXPANDS_VS_SWEEP,2,"('RECLAIM_BODY_ENGULFS_SWEEP_BODY', 'RECLAIM_RANGE_EXPANDS_VS_SWEEP')",6,4,0.6666666666666666,0.29166666666666663,0.11853760799287745,1.2370752159857548,0.7112256479572647,4,0.6666666666666666,1.0,0.29998832134152864,False
RECLAIM_BODY_ENGULFS_SWEEP_BODY AND RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP,2,"('RECLAIM_BODY_ENGULFS_SWEEP_BODY', 'RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP')",10,5,0.5,0.125,-0.09714045877430799,0.8380992353761534,-0.9714045877430799,4,0.6,0.5,0.23658959361548731,False
RECLAIM_BODY_ENGULFS_SWEEP_BODY AND RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT,2,"('RECLAIM_BODY_ENGULFS_SWEEP_BODY', 'RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT')",10,4,0.4,0.025000000000000022,-0.32887743520427354,0.5301750925653235,-3.2887743520427355,4,0.0,0.0,0.16817758120350967,False
RECLAIM_BODY_ENGULFS_SWEEP_BODY AND SWEEP_SAME_BAR_REJECTION,2,"('RECLAIM_BODY_ENGULFS_SWEEP_BODY', 'SWEEP_SAME_BAR_REJECTION')",4,1,0.25,-0.125,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,1,0.0,0.0,0.045586062644636216,False
RECLAIM_BODY_ENGULFS_SWEEP_BODY AND APPROACH_3BAR_HIGHER_CLOSES,2,"('RECLAIM_BODY_ENGULFS_SWEEP_BODY', 'APPROACH_3BAR_HIGHER_CLOSES')",3,1,0.3333333333333333,-0.041666666666666685,-0.48717948717948634,0.26923076923077055,-1.461538461538459,1,0.0,0.6666666666666666,0.0614903152761605,False
RECLAIM_BODY_ENGULFS_SWEEP_BODY AND APPROACH_3BAR_STAIRCASE,2,"('RECLAIM_BODY_ENGULFS_SWEEP_BODY', 'APPROACH_3BAR_STAIRCASE')",4,3,0.75,0.375,0.6778064119893161,3.7112256479572645,2.7112256479572645,3,1.0,1.0,0.3006360524426366,False
RECLAIM_BODY_ENGULFS_SWEEP_BODY AND APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS,2,"('RECLAIM_BODY_ENGULFS_SWEEP_BODY', 'APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS')",5,3,0.6,0.22499999999999998,-0.002486585777973627,0.995855690370044,-0.012432928889868133,2,0.6,1.0,0.23071993220883708,False
RECLAIM_BODY_ENGULFS_SWEEP_BODY AND PRE_FILL_5M_BEARISH_BREAK,2,"('RECLAIM_BODY_ENGULFS_SWEEP_BODY', 'PRE_FILL_5M_BEARISH_BREAK')",1,0,0.0,-0.375,-1.0,0.0,-1.0,0,,,0.0,False
RECLAIM_RANGE_EXPANDS_VS_SWEEP AND RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP,2,"('RECLAIM_RANGE_EXPANDS_VS_SWEEP', 'RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP')",8,4,0.5,0.125,-0.16109679400534188,0.742245129591453,-1.288774352042735,4,0.0,0.5,0.21521252682444186,False
RECLAIM_RANGE_EXPANDS_VS_SWEEP AND RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT,2,"('RECLAIM_RANGE_EXPANDS_VS_SWEEP', 'RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT')",6,4,0.6666666666666666,0.29166666666666663,0.11853760799287745,1.2370752159857548,0.7112256479572647,4,0.6666666666666666,1.0,0.29998832134152864,False
RECLAIM_RANGE_EXPANDS_VS_SWEEP AND SWEEP_SAME_BAR_REJECTION,2,"('RECLAIM_RANGE_EXPANDS_VS_SWEEP', 'SWEEP_SAME_BAR_REJECTION')",0,0,,,,,0.0,0,,,,False
RECLAIM_RANGE_EXPANDS_VS_SWEEP AND APPROACH_3BAR_HIGHER_CLOSES,2,"('RECLAIM_RANGE_EXPANDS_VS_SWEEP', 'APPROACH_3BAR_HIGHER_CLOSES')",3,1,0.3333333333333333,-0.041666666666666685,-0.48717948717948634,0.26923076923077055,-1.461538461538459,1,0.0,0.6666666666666666,0.0614903152761605,False
RECLAIM_RANGE_EXPANDS_VS_SWEEP AND APPROACH_3BAR_STAIRCASE,2,"('RECLAIM_RANGE_EXPANDS_VS_SWEEP', 'APPROACH_3BAR_STAIRCASE')",6,3,0.5,0.125,0.11853760799287745,1.2370752159857548,0.7112256479572647,3,0.6666666666666666,0.5,0.18761280689940868,False
RECLAIM_RANGE_EXPANDS_VS_SWEEP AND APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS,2,"('RECLAIM_RANGE_EXPANDS_VS_SWEEP', 'APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS')",4,2,0.5,0.125,-0.33245067329738087,0.5567324356034922,-1.3298026931895235,2,0.0,0.5,0.15003570882017148,False
RECLAIM_RANGE_EXPANDS_VS_SWEEP AND PRE_FILL_5M_BEARISH_BREAK,2,"('RECLAIM_RANGE_EXPANDS_VS_SWEEP', 'PRE_FILL_5M_BEARISH_BREAK')",0,0,,,,,0.0,0,,,,False
RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP AND RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT,2,"('RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP', 'RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT')",11,5,0.45454545454545453,0.07954545454545453,-0.3898885774584305,0.46390320599465806,-4.2887743520427355,4,0.0,0.5454545454545454,0.21270957543988045,False
RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP AND SWEEP_SAME_BAR_REJECTION,2,"('RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP', 'SWEEP_SAME_BAR_REJECTION')",3,1,0.3333333333333333,-0.041666666666666685,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,1,0.6666666666666666,0.6666666666666666,0.0614903152761605,False
RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP AND APPROACH_3BAR_HIGHER_CLOSES,2,"('RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP', 'APPROACH_3BAR_HIGHER_CLOSES')",6,2,0.3333333333333333,-0.041666666666666685,-0.7435897435897432,0.10769230769230823,-4.461538461538459,2,0.0,0.0,0.09676933255921683,False
RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP AND APPROACH_3BAR_STAIRCASE,2,"('RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP', 'APPROACH_3BAR_STAIRCASE')",7,4,0.5714285714285714,0.1964285714285714,-0.04125347886324789,0.9278064119893161,-0.28877435204273527,3,0.5714285714285714,1.0,0.2504542304090258,False
RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP AND APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS,2,"('RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP', 'APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS')",6,3,0.5,0.125,-0.16873882148164468,0.746891767777533,-1.0124329288898681,2,0.0,0.5,0.18761280689940868,False
RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP AND PRE_FILL_5M_BEARISH_BREAK,2,"('RECLAIM_RANGE_EXPANDS_VS_PRE_SWEEP', 'PRE_FILL_5M_BEARISH_BREAK')",1,0,0.0,-0.375,-1.0,0.0,-1.0,0,,,0.0,False
RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT AND SWEEP_SAME_BAR_REJECTION,2,"('RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT', 'SWEEP_SAME_BAR_REJECTION')",3,0,0.0,-0.375,-1.0,0.0,-3.0,0,0.0,0.0,0.0,False
RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT AND APPROACH_3BAR_HIGHER_CLOSES,2,"('RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT', 'APPROACH_3BAR_HIGHER_CLOSES')",5,2,0.4,0.025000000000000022,-0.6923076923076918,0.13461538461538528,-3.461538461538459,2,0.0,0.6,0.1176182311592533,False
RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT AND APPROACH_3BAR_STAIRCASE,2,"('RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT', 'APPROACH_3BAR_STAIRCASE')",5,4,0.8,0.42500000000000004,0.342245129591453,1.8556128239786323,1.711225647957265,3,1.0,1.0,0.3755282641185388,True
RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT AND APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS,2,"('RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT', 'APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS')",4,2,0.5,0.125,-0.33245067329738087,0.5567324356034922,-1.3298026931895235,2,0.0,0.5,0.15003570882017148,False
RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT AND PRE_FILL_5M_BEARISH_BREAK,2,"('RECLAIM_INSIDE_DEPTH_EXCEEDS_SWEEP_OVERSHOOT', 'PRE_FILL_5M_BEARISH_BREAK')",1,0,0.0,-0.375,-1.0,0.0,-1.0,0,,,0.0,False
SWEEP_SAME_BAR_REJECTION AND APPROACH_3BAR_HIGHER_CLOSES,2,"('SWEEP_SAME_BAR_REJECTION', 'APPROACH_3BAR_HIGHER_CLOSES')",1,0,0.0,-0.375,-1.0,0.0,-1.0,0,,,0.0,False
SWEEP_SAME_BAR_REJECTION AND APPROACH_3BAR_STAIRCASE,2,"('SWEEP_SAME_BAR_REJECTION', 'APPROACH_3BAR_STAIRCASE')",0,0,,,,,0.0,0,,,,False
SWEEP_SAME_BAR_REJECTION AND APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS,2,"('SWEEP_SAME_BAR_REJECTION', 'APPROACH_LAST_BAR_COMPRESSES_THEN_RECLAIM_EXPANDS')",2,1,0.5,0.125,0.15868488214982768,1.3173697642996554,0.31736976429965535,1,0.5,0.5,0.09452865480086614,False
SWEEP_SAME_BAR_REJECTION AND PRE_FILL_5M_BEARISH_BREAK,2,"('SWEEP_SAME_BAR_REJECTION', 'PRE_FILL_5M_BEARISH_BREAK')",1,0,0.0,-0.375,-1.0,0.0,-1.0,0,,,0.0,False
